Campaign,Month,Day of the Week,Date,City,Channel,Device,Ad,Impressions,CTR,Clicks,Daily Average CPC,"Spend, GBP",Conversions,"Total conversion value, GBP",Likes (Reactions),Shares,Comments
Spring ,Nov,Wed,15 November 2023,Birmingham,Facebook,Desktop,Discount,1674.00,1.4%,24,1.53,36.36,5,112.22,62,13,12
Spring ,Nov,Thu,16 November 2023,Birmingham,Facebook,Desktop,Discount,1531.00,1.7%,26,1.10,28.73,7,120.96,90,16,6
Spring ,Nov,Fri,17 November 2023,Birmingham,Facebook,Desktop,Discount,1269.00,1.2%,15,1.58,24.39,2,236.54,94,25,6
Spring ,Nov,Sat,18 November 2023,Birmingham,Facebook,Desktop,Discount,1865.00,1.5%,29,1.99,56.77,7,235.20,99,16,12
Spring ,Nov,Sun,19 November 2023,Birmingham,Facebook,Desktop,Discount,1818.00,1.5%,28,2.02,55.93,2,382.37,75,24,11
Spring ,Nov,Mon,20 November 2023,Birmingham,Facebook,Desktop,Discount,1934.00,1.4%,28,0.98,27.22,3,47.71,102,18,12
Spring ,Nov,Tue,21 November 2023,Birmingham,Facebook,Desktop,Discount,1491.00,1.6%,24,1.22,29.81,6,59.14,63,14,14
Spring ,Nov,Wed,22 November 2023,Birmingham,Facebook,Desktop,Discount,1686.00,1.6%,26,2.20,57.40,4,139.78,105,8,0
Spring ,Nov,Thu,23 November 2023,Birmingham,Facebook,Desktop,Discount,1829.00,1.9%,34,0.86,29.50,6,204.29,97,8,12
Spring ,Nov,Fri,24 November 2023,Birmingham,Facebook,Desktop,Discount,1420.00,1.7%,25,1.78,43.79,2,166.66,105,18,8
Spring ,Nov,Sat,25 November 2023,Birmingham,Facebook,Desktop,Discount,1754.00,1.2%,21,2.02,42.96,1,264.77,48,14,11
Spring ,Nov,Sun,26 November 2023,Birmingham,Facebook,Desktop,Discount,1324.00,1.7%,22,2.02,45.02,5,178.75,113,19,15
Spring ,Nov,Mon,27 November 2023,Birmingham,Facebook,Desktop,Discount,1471.00,1.3%,19,1.97,37.03,2,79.30,68,10,6
Spring ,Nov,Tue,28 November 2023,Birmingham,Facebook,Desktop,Discount,1664.00,1.8%,30,0.66,19.63,6,309.79,97,14,9
Spring ,Nov,Wed,29 November 2023,Birmingham,Facebook,Desktop,Discount,1679.00,1.1%,18,1.20,21.29,7,216.38,110,14,3
Spring ,Nov,Thu,30 November 2023,Birmingham,Facebook,Desktop,Discount,1273.00,1.6%,21,1.87,39.13,2,129.02,80,13,3
Spring ,Mar,Wed,01 March 2023,London,Facebook,Desktop,Discount,1898.60,1.5%,28,0.61,17.01,2,184.80,52,1,11
Spring ,Mar,Thu,02 March 2023,London,Facebook,Desktop,Discount,1158.80,1.9%,21,0.56,12.08,6,151.20,39,0,5
Spring ,Mar,Fri,03 March 2023,London,Facebook,Desktop,Discount,1243.20,1.1%,14,1.25,17.14,3,268.80,52,2,8
Spring ,Mar,Sat,04 March 2023,London,Facebook,Desktop,Discount,1622.40,1.7%,27,1.46,39.33,7,88.70,94,8,12
Spring ,Mar,Sun,05 March 2023,London,Facebook,Desktop,Discount,1230.20,1.3%,16,0.25,4.11,6,94.08,50,1,12
Spring ,Mar,Mon,06 March 2023,London,Facebook,Desktop,Discount,1371.00,2.0%,27,1.82,48.58,1,218.40,51,6,17
Spring ,Mar,Tue,07 March 2023,London,Facebook,Desktop,Discount,1269.20,1.3%,17,0.33,5.59,3,48.96,79,11,6
Spring ,Mar,Wed,08 March 2023,London,Facebook,Desktop,Discount,1478.60,1.4%,21,1.17,24.11,3,155.23,76,2,14
Spring ,Mar,Thu,09 March 2023,London,Facebook,Desktop,Discount,1120.00,1.2%,14,1.68,23.13,7,76.61,37,3,9
Spring ,Mar,Fri,10 March 2023,London,Facebook,Desktop,Discount,947.20,1.6%,15,0.63,9.71,4,145.15,66,12,14
Spring ,Mar,Sat,11 March 2023,London,Facebook,Desktop,Discount,1673.80,1.6%,27,0.33,9.10,3,145.15,68,13,18
Spring ,Mar,Sun,12 March 2023,London,Facebook,Desktop,Discount,1075.40,2.0%,22,1.04,22.71,6,88.70,32,0,11
Spring ,Mar,Mon,13 March 2023,London,Facebook,Desktop,Discount,1549.00,2.2%,34,2.09,71.00,2,79.30,82,3,5
Spring ,Mar,Tue,14 March 2023,London,Facebook,Desktop,Discount,1689.20,2.1%,35,0.60,21.01,8,59.52,63,2,9
Spring ,Mar,Wed,15 March 2023,London,Facebook,Desktop,Discount,1215.60,1.4%,17,0.79,13.79,9,69.89,52,3,18
Spring ,Mar,Thu,16 March 2023,London,Facebook,Desktop,Discount,1394.80,1.5%,20,1.86,37.68,8,56.64,51,11,14
Spring ,Mar,Fri,17 March 2023,London,Facebook,Desktop,Discount,1122.40,1.4%,16,1.04,16.61,4,118.27,77,9,11
Spring ,Mar,Sat,18 March 2023,London,Facebook,Desktop,Discount,1665.20,1.5%,25,0.71,17.57,4,34.56,54,12,15
Spring ,Mar,Sun,19 March 2023,London,Facebook,Desktop,Discount,1523.40,1.7%,26,2.06,53.31,2,37.44,70,0,9
Spring ,Mar,Mon,20 March 2023,London,Facebook,Desktop,Discount,1211.40,1.2%,15,1.62,23.77,8,53.76,48,10,14
Spring ,Mar,Tue,21 March 2023,London,Facebook,Desktop,Discount,1404.60,1.9%,26,1.32,34.92,2,255.36,66,7,5
Spring ,Mar,Wed,22 March 2023,London,Facebook,Desktop,Discount,1924.20,1.8%,35,0.45,15.62,8,102.82,75,2,9
Spring ,Mar,Thu,23 March 2023,London,Facebook,Desktop,Discount,1353.60,1.8%,24,1.29,31.03,2,174.72,47,2,3
Spring ,Mar,Fri,24 March 2023,London,Facebook,Desktop,Discount,1094.40,1.3%,14,1.81,25.69,4,68.54,43,12,5
Spring ,Mar,Sat,25 March 2023,London,Facebook,Desktop,Discount,1516.20,1.9%,29,0.55,16.15,2,96.10,74,2,6
Spring ,Mar,Sun,26 March 2023,London,Facebook,Desktop,Discount,1586.60,1.9%,30,1.23,36.51,7,20.16,46,0,8
Spring ,Mar,Mon,27 March 2023,London,Facebook,Desktop,Discount,1264.40,1.4%,18,0.86,15.27,8,164.64,85,8,8
Spring ,Mar,Tue,28 March 2023,London,Facebook,Desktop,Discount,1153.60,1.0%,12,1.02,12.16,6,88.70,61,2,12
Spring ,Mar,Wed,29 March 2023,London,Facebook,Desktop,Discount,1635.60,1.0%,17,0.48,8.22,7,120.96,61,9,3
Spring ,Mar,Thu,30 March 2023,London,Facebook,Desktop,Discount,1258.80,1.2%,16,1.18,18.49,2,15.36,48,2,14
Spring ,Mar,Fri,31 March 2023,London,Facebook,Desktop,Discount,1473.20,1.8%,26,0.52,13.65,8,35.52,79,3,12
Spring ,Apr,Sat,01 April 2023,London,Facebook,Desktop,Discount,1777.60,1.3%,24,1.66,39.15,9,93.41,73,8,9
Spring ,Apr,Sun,02 April 2023,London,Facebook,Desktop,Discount,1498.00,1.2%,18,0.75,13.21,6,26.88,77,8,9
Spring ,Apr,Mon,03 April 2023,London,Facebook,Desktop,Discount,1168.80,2.0%,24,0.86,20.36,8,119.62,81,2,6
Spring ,Apr,Tue,04 April 2023,London,Facebook,Desktop,Discount,1553.00,1.0%,16,1.74,27.24,4,235.20,66,2,8
Spring ,Apr,Wed,05 April 2023,London,Facebook,Desktop,Discount,1373.20,1.5%,21,0.83,17.17,4,71.23,56,8,12
Spring ,Apr,Thu,06 April 2023,London,Facebook,Desktop,Discount,1762.40,1.0%,17,1.84,32.10,5,45.12,85,6,12
Spring ,Apr,Fri,07 April 2023,London,Facebook,Desktop,Discount,1180.40,1.7%,20,1.37,27.46,1,216.38,68,8,14
Spring ,Apr,Sat,08 April 2023,London,Facebook,Desktop,Discount,1437.40,1.6%,23,1.86,42.31,5,83.33,59,1,15
Spring ,Apr,Sun,09 April 2023,London,Facebook,Desktop,Discount,1735.00,1.6%,27,1.85,49.79,8,7.68,88,11,8
Spring ,Apr,Mon,10 April 2023,London,Facebook,Desktop,Discount,1513.60,1.6%,24,1.83,44.28,4,43.68,64,8,18
Spring ,Apr,Tue,11 April 2023,London,Facebook,Desktop,Discount,1319.80,1.7%,22,1.70,38.19,5,20.16,40,13,15
Spring ,Apr,Wed,12 April 2023,London,Facebook,Desktop,Discount,1449.40,1.3%,18,0.52,9.53,4,83.33,54,1,15
Spring ,Apr,Thu,13 April 2023,London,Facebook,Desktop,Discount,1263.20,1.2%,16,0.95,14.83,7,44.16,75,2,12
Spring ,Apr,Fri,14 April 2023,London,Facebook,Desktop,Discount,1252.60,1.5%,19,0.93,17.62,3,132.38,76,12,9
Spring ,Apr,Sat,15 April 2023,London,Facebook,Desktop,Discount,1309.20,1.8%,23,0.66,15.36,5,20.16,36,6,8
Spring ,Apr,Sun,16 April 2023,London,Facebook,Desktop,Discount,1613.80,1.9%,30,0.91,27.42,6,135.74,89,12,14
Spring ,Apr,Mon,17 April 2023,London,Facebook,Desktop,Discount,1652.80,1.8%,30,1.92,57.14,5,48.38,50,5,14
Spring ,Apr,Tue,18 April 2023,London,Facebook,Desktop,Discount,1547.20,1.3%,20,1.35,27.27,5,108.19,96,8,5
Spring ,Apr,Wed,19 April 2023,London,Facebook,Desktop,Discount,1077.60,1.1%,11,1.54,17.60,3,135.07,85,7,11
Spring ,Apr,Thu,20 April 2023,London,Facebook,Desktop,Discount,1535.20,1.6%,24,1.86,44.90,6,281.57,89,12,8
Spring ,Apr,Fri,21 April 2023,London,Facebook,Desktop,Discount,1223.80,1.3%,16,1.84,28.82,7,170.69,72,3,11
Spring ,Apr,Sat,22 April 2023,London,Facebook,Desktop,Discount,1237.40,1.5%,19,0.87,16.55,0,96.10,67,6,5
Spring ,Apr,Sun,23 April 2023,London,Facebook,Desktop,Discount,1219.40,1.5%,18,1.94,34.36,0,273.50,90,8,3
Spring ,Apr,Mon,24 April 2023,London,Facebook,Desktop,Discount,994.20,1.3%,13,1.04,13.79,6,155.23,85,16,18
Spring ,Apr,Tue,25 April 2023,London,Facebook,Desktop,Discount,1922.20,1.2%,24,0.67,15.77,5,147.84,99,3,6
Spring ,Apr,Wed,26 April 2023,London,Facebook,Desktop,Discount,1536.40,1.2%,19,0.55,10.52,4,98.11,52,10,8
Spring ,Apr,Thu,27 April 2023,London,Facebook,Desktop,Discount,1440.80,1.8%,26,1.86,48.05,5,231.17,60,2,14
Spring ,Apr,Fri,28 April 2023,London,Facebook,Desktop,Discount,949.60,1.7%,16,0.82,13.03,3,115.58,83,13,14
Spring ,Apr,Sat,29 April 2023,London,Facebook,Desktop,Discount,1523.40,1.6%,24,2.16,52.37,5,229.15,77,12,9
Spring ,Apr,Sun,30 April 2023,London,Facebook,Desktop,Discount,1487.00,2.0%,29,2.24,65.02,1,135.07,99,10,6
Spring ,May,Mon,01 May 2023,London,Facebook,Desktop,Discount,1647.40,1.5%,25,1.38,33.87,7,125.66,59,6,6
Spring ,May,Tue,02 May 2023,London,Facebook,Desktop,Discount,1395.20,1.4%,20,1.29,25.70,4,101.47,61,15,6
Spring ,May,Wed,03 May 2023,London,Facebook,Desktop,Discount,1696.00,1.6%,26,1.50,39.55,4,120.29,64,15,17
Spring ,May,Thu,04 May 2023,London,Facebook,Desktop,Discount,1166.60,1.7%,20,1.79,35.16,4,116.93,64,11,8
Spring ,May,Fri,05 May 2023,London,Facebook,Desktop,Discount,1141.60,1.6%,18,1.52,27.55,1,260.74,69,17,12
Spring ,May,Sat,06 May 2023,London,Facebook,Desktop,Discount,1091.40,1.7%,18,1.60,28.79,0,147.84,87,4,6
Spring ,May,Sun,07 May 2023,London,Facebook,Desktop,Discount,1800.00,1.8%,33,1.15,38.09,6,124.99,83,5,9
Spring ,May,Mon,08 May 2023,London,Facebook,Desktop,Discount,1109.00,1.9%,21,1.25,26.69,2,180.77,92,14,2
Spring ,May,Tue,09 May 2023,London,Facebook,Desktop,Discount,1355.60,1.9%,26,1.22,31.73,1,118.94,73,13,6
Spring ,May,Wed,10 May 2023,London,Facebook,Desktop,Discount,1795.40,1.6%,29,1.01,29.80,5,154.56,73,16,17
Spring ,May,Thu,11 May 2023,London,Facebook,Desktop,Discount,1744.80,1.2%,22,0.90,19.41,7,39.36,78,12,8
Spring ,May,Fri,12 May 2023,London,Facebook,Desktop,Discount,1241.60,1.7%,21,1.75,36.90,0,43.68,79,4,5
Spring ,May,Sat,13 May 2023,London,Facebook,Desktop,Discount,1133.40,1.1%,12,1.10,13.76,7,120.96,91,4,14
Spring ,May,Sun,14 May 2023,London,Facebook,Desktop,Discount,1050.20,1.2%,12,1.52,18.81,5,208.32,79,13,12
Spring ,May,Mon,15 May 2023,London,Facebook,Desktop,Discount,1607.60,1.0%,16,2.33,37.90,3,282.24,83,6,14
Spring ,May,Tue,16 May 2023,London,Facebook,Desktop,Discount,1060.00,1.5%,16,2.09,33.72,4,102.14,89,2,3
Spring ,May,Wed,17 May 2023,London,Facebook,Desktop,Discount,1245.40,1.3%,16,1.38,22.17,5,241.92,101,8,14
Spring ,May,Thu,18 May 2023,London,Facebook,Desktop,Discount,1297.40,1.7%,22,1.82,40.78,0,262.08,93,16,9
Spring ,May,Fri,19 May 2023,London,Facebook,Desktop,Discount,1379.60,1.4%,20,2.25,44.47,3,53.76,72,16,8
Spring ,May,Sat,20 May 2023,London,Facebook,Desktop,Discount,1485.00,1.2%,18,1.45,25.82,7,64.51,51,8,11
Spring ,May,Sun,21 May 2023,London,Facebook,Desktop,Discount,1323.60,1.5%,19,2.10,40.95,6,65.86,48,17,17
Spring ,May,Mon,22 May 2023,London,Facebook,Desktop,Discount,1465.80,1.1%,16,0.51,8.16,2,153.22,67,5,6
Spring ,May,Tue,23 May 2023,London,Facebook,Desktop,Discount,1410.60,1.0%,15,2.36,34.25,3,44.16,98,9,17
Spring ,May,Wed,24 May 2023,London,Facebook,Desktop,Discount,1567.20,1.4%,22,1.08,24.06,3,143.14,54,13,11
Spring ,May,Thu,25 May 2023,London,Facebook,Desktop,Discount,1735.40,1.2%,21,2.30,48.30,2,91.39,72,2,11
Spring ,May,Fri,26 May 2023,London,Facebook,Desktop,Discount,1618.80,1.6%,26,1.71,44.10,2,44.16,72,9,8
Spring ,May,Sat,27 May 2023,London,Facebook,Desktop,Discount,1279.00,1.2%,15,0.58,8.75,1,145.15,85,6,12
Spring ,May,Sun,28 May 2023,London,Facebook,Desktop,Discount,1470.00,1.4%,20,0.87,17.34,2,165.31,88,13,14
Spring ,May,Mon,29 May 2023,London,Facebook,Desktop,Discount,1227.00,1.3%,16,1.17,19.00,2,110.21,89,16,12
Spring ,May,Tue,30 May 2023,London,Facebook,Desktop,Discount,1808.60,1.3%,23,2.04,46.75,5,59.52,59,11,11
Spring ,May,Wed,31 May 2023,London,Facebook,Desktop,Discount,1396.40,1.5%,21,1.05,22.07,2,201.60,87,3,8
Spring ,Jun,Thu,01 June 2023,London,Facebook,Desktop,Discount,1327.90,1.1%,15,2.06,30.62,4,259.39,83,16,18
Spring ,Jun,Fri,02 June 2023,London,Facebook,Desktop,Discount,916.30,1.0%,9,2.12,19.00,5,184.80,80,9,11
Spring ,Jun,Sat,03 June 2023,London,Facebook,Desktop,Discount,1135.40,1.7%,19,0.75,14.43,3,82.66,96,7,5
Spring ,Jun,Sun,04 June 2023,London,Facebook,Desktop,Discount,1393.00,1.8%,25,2.13,52.46,7,111.55,67,13,11
Spring ,Jun,Mon,05 June 2023,London,Facebook,Desktop,Discount,924.70,1.9%,17,0.86,15.07,7,88.70,66,22,14
Spring ,Jun,Tue,06 June 2023,London,Facebook,Desktop,Discount,1261.40,1.7%,22,0.78,17.16,5,52.42,45,2,18
Spring ,Jun,Wed,07 June 2023,London,Facebook,Desktop,Discount,1064.00,1.2%,13,1.32,17.31,8,90.72,75,5,17
Spring ,Jun,Thu,08 June 2023,London,Facebook,Desktop,Discount,707.70,1.1%,8,1.76,14.20,2,60.48,96,21,17
Spring ,Jun,Fri,09 June 2023,London,Facebook,Desktop,Discount,875.70,1.2%,11,1.21,12.69,7,15.36,92,16,9
Spring ,Jun,Sat,10 June 2023,London,Facebook,Desktop,Discount,1017.80,0.9%,10,0.79,7.59,3,9.60,83,13,3
Spring ,Jun,Sun,11 June 2023,London,Facebook,Desktop,Discount,1311.10,1.1%,15,0.51,7.36,5,19.20,72,11,17
Spring ,Jun,Mon,12 June 2023,London,Facebook,Desktop,Discount,735.70,1.0%,8,1.35,10.29,6,28.80,81,17,24
Spring ,Jun,Tue,13 June 2023,London,Facebook,Desktop,Discount,916.30,1.2%,11,0.51,5.66,5,77.95,83,15,15
Spring ,Jun,Wed,14 June 2023,London,Facebook,Desktop,Discount,916.30,1.8%,17,2.12,35.09,4,101.47,82,15,2
Spring ,Jun,Thu,15 June 2023,London,Facebook,Desktop,Discount,1089.90,1.3%,14,1.81,24.79,8,290.30,87,4,9
Spring ,Jun,Fri,16 June 2023,London,Facebook,Desktop,Discount,1225.00,1.4%,17,1.98,33.20,8,28.80,95,9,20
Spring ,Jun,Sat,17 June 2023,London,Facebook,Desktop,Discount,1263.50,1.3%,17,1.12,18.89,6,64.51,80,11,6
Spring ,Jun,Sun,18 June 2023,London,Facebook,Desktop,Discount,737.80,1.3%,9,2.02,19.11,3,114.91,71,8,9
Spring ,Jun,Mon,19 June 2023,London,Facebook,Desktop,Discount,1280.30,1.7%,22,2.06,45.59,4,159.94,99,8,18
Spring ,Jun,Tue,20 June 2023,London,Facebook,Desktop,Discount,1003.10,1.1%,11,2.24,25.19,7,83.33,95,13,18
Spring ,Jun,Wed,21 June 2023,London,Facebook,Desktop,Discount,877.10,1.5%,13,1.87,24.17,3,49.06,94,12,14
Spring ,Jun,Thu,22 June 2023,London,Facebook,Desktop,Discount,781.20,1.3%,10,1.69,17.70,5,123.65,82,13,3
Spring ,Jun,Fri,23 June 2023,London,Facebook,Desktop,Discount,1061.90,1.4%,15,1.51,23.04,5,149.18,77,4,15
Spring ,Jun,Sat,24 June 2023,London,Facebook,Desktop,Discount,727.30,1.6%,12,1.25,14.68,7,301.73,103,20,11
Spring ,Jun,Sun,25 June 2023,London,Facebook,Desktop,Discount,1005.20,1.7%,17,2.33,39.89,7,258.05,90,9,15
Spring ,Jun,Mon,26 June 2023,London,Facebook,Desktop,Discount,917.70,1.5%,14,1.17,16.36,6,303.74,89,7,20
Spring ,Jun,Tue,27 June 2023,London,Facebook,Desktop,Discount,884.80,1.1%,10,1.94,18.92,5,393.79,69,6,11
Spring ,Jun,Wed,28 June 2023,London,Facebook,Desktop,Discount,716.80,1.2%,9,2.29,20.01,5,278.21,109,7,8
Spring ,Jun,Thu,29 June 2023,London,Facebook,Desktop,Discount,1256.50,1.1%,13,2.12,28.18,3,310.46,71,10,21
Spring ,Jun,Fri,30 June 2023,London,Facebook,Desktop,Discount,1178.80,1.3%,15,2.27,34.45,10,348.77,88,13,23
Spring ,Jul,Sat,01 July 2023,London,Facebook,Desktop,Discount,1022.70,1.2%,13,1.35,17.06,3,213.70,53,15,5
Spring ,Jul,Sun,02 July 2023,London,Facebook,Desktop,Discount,1029.00,1.4%,14,0.59,8.39,3,204.96,54,13,17
Spring ,Jul,Mon,03 July 2023,London,Facebook,Desktop,Discount,1306.90,1.5%,19,1.22,23.42,5,68.54,104,14,14
Spring ,Jul,Tue,04 July 2023,London,Facebook,Desktop,Discount,794.50,1.4%,11,0.54,6.18,7,198.91,75,20,17
Spring ,Jul,Wed,05 July 2023,London,Facebook,Desktop,Discount,706.30,1.1%,8,1.14,9.17,8,122.30,65,15,8
Spring ,Jul,Thu,06 July 2023,London,Facebook,Desktop,Discount,1259.30,1.6%,21,1.60,32.81,3,149.86,63,16,18
Spring ,Jul,Fri,07 July 2023,London,Facebook,Desktop,Discount,849.10,1.3%,11,1.16,13.02,9,370.27,67,6,15
Spring ,Jul,Sat,08 July 2023,London,Facebook,Desktop,Discount,1247.40,1.2%,15,1.40,20.48,9,262.75,48,4,11
Spring ,Jul,Sun,09 July 2023,London,Facebook,Desktop,Discount,788.90,1.1%,9,1.09,9.74,9,73.25,102,13,11
Spring ,Jul,Mon,10 July 2023,London,Facebook,Desktop,Discount,985.60,1.4%,13,1.23,16.49,3,210.34,73,1,5
Spring ,Jul,Tue,11 July 2023,London,Facebook,Desktop,Discount,1121.40,1.8%,20,1.12,22.39,2,183.46,76,6,8
Spring ,Jul,Wed,12 July 2023,London,Facebook,Desktop,Discount,851.90,1.4%,12,1.55,19.05,8,215.04,54,8,6
Spring ,Jul,Thu,13 July 2023,London,Facebook,Desktop,Discount,954.80,1.5%,14,1.43,20.56,8,96.10,66,8,12
Spring ,Jul,Fri,14 July 2023,London,Facebook,Desktop,Discount,1150.10,1.4%,16,1.43,22.30,8,176.06,68,22,9
Spring ,Jul,Sat,15 July 2023,London,Facebook,Desktop,Discount,1276.80,1.3%,17,1.38,22.91,10,229.15,58,15,18
Spring ,Jul,Sun,16 July 2023,London,Facebook,Desktop,Discount,1262.10,1.6%,20,2.10,41.97,2,159.60,66,16,23
Spring ,Jul,Mon,17 July 2023,London,Facebook,Desktop,Discount,1060.50,1.5%,15,0.78,12.03,7,317.52,78,4,12
Spring ,Jul,Tue,18 July 2023,London,Facebook,Desktop,Discount,1036.70,1.6%,16,1.21,19.90,7,199.08,50,6,5
Spring ,Jul,Wed,19 July 2023,London,Facebook,Desktop,Discount,1150.80,1.1%,13,2.23,29.01,5,327.60,68,1,14
Spring ,Jul,Thu,20 July 2023,London,Facebook,Desktop,Discount,1166.90,1.5%,17,1.56,26.46,1,264.60,40,6,21
Spring ,Jul,Fri,21 July 2023,London,Facebook,Desktop,Discount,837.20,1.5%,12,0.43,5.17,9,77.28,61,9,14
Spring ,Jul,Sat,22 July 2023,London,Facebook,Desktop,Discount,708.40,1.2%,8,0.77,6.44,6,226.80,30,8,18
Spring ,Jul,Sun,23 July 2023,London,Facebook,Desktop,Discount,1099.00,1.8%,20,1.43,28.52,3,98.28,42,3,15
Spring ,Jul,Mon,24 July 2023,London,Facebook,Desktop,Discount,791.00,1.1%,9,2.24,20.22,4,80.64,32,3,15
Spring ,Jul,Tue,25 July 2023,London,Facebook,Desktop,Discount,1320.90,1.2%,15,1.92,29.17,7,51.60,47,1,18
Spring ,Jul,Wed,26 July 2023,London,Facebook,Desktop,Discount,800.10,1.1%,9,1.08,9.86,7,115.92,37,2,15
Spring ,Jul,Thu,27 July 2023,London,Facebook,Desktop,Discount,1124.20,1.2%,13,0.64,8.40,4,53.76,69,3,15
Spring ,Jul,Fri,28 July 2023,London,Facebook,Desktop,Discount,1344.70,1.1%,15,1.62,24.86,1,201.60,77,2,11
Spring ,Jul,Sat,29 July 2023,London,Facebook,Desktop,Discount,1038.80,1.3%,14,1.73,24.01,1,388.08,57,2,15
Spring ,Jul,Sun,30 July 2023,London,Facebook,Desktop,Discount,800.10,1.7%,14,0.97,13.29,7,54.00,40,4,18
Spring ,Jul,Mon,31 July 2023,London,Facebook,Desktop,Discount,1055.60,1.1%,12,1.02,12.21,2,201.60,32,10,24
Spring ,Aug,Tue,01 August 2023,London,Facebook,Desktop,Discount,811.30,1.0%,8,1.70,13.95,9,229.32,62,6,20
Spring ,Aug,Wed,02 August 2023,London,Facebook,Desktop,Discount,1397.20,1.7%,23,0.71,16.64,4,310.80,56,0,17
Spring ,Aug,Thu,03 August 2023,London,Facebook,Desktop,Discount,989.80,1.1%,11,1.01,11.42,7,288.96,35,0,18
Spring ,Aug,Fri,04 August 2023,London,Facebook,Desktop,Discount,893.20,1.2%,10,1.41,14.78,5,68.88,31,2,14
Spring ,Aug,Sat,05 August 2023,London,Facebook,Desktop,Discount,1325.10,1.6%,21,1.83,38.04,5,43.68,78,0,9
Spring ,Aug,Sun,06 August 2023,London,Facebook,Desktop,Discount,833.70,1.4%,11,1.16,13.27,5,342.72,52,0,9
Spring ,Aug,Mon,07 August 2023,London,Facebook,Desktop,Discount,712.60,1.8%,12,1.61,20.08,8,151.20,38,2,23
Spring ,Aug,Tue,08 August 2023,London,Facebook,Desktop,Discount,861.00,1.4%,12,0.87,10.61,7,197.40,33,7,17
Spring ,Aug,Wed,09 August 2023,London,Facebook,Desktop,Discount,1134.70,1.6%,18,0.99,17.73,5,182.28,57,6,23
Spring ,Aug,Thu,10 August 2023,London,Facebook,Desktop,Discount,1230.60,1.1%,14,1.76,24.25,7,120.96,63,3,9
Spring ,Aug,Fri,11 August 2023,London,Facebook,Desktop,Discount,933.10,1.3%,12,0.77,9.06,10,504.00,65,6,12
Spring ,Aug,Sat,12 August 2023,London,Facebook,Desktop,Discount,1061.20,1.7%,18,1.79,32.17,9,161.28,68,2,18
Spring ,Aug,Sun,13 August 2023,London,Facebook,Desktop,Discount,800.80,1.7%,14,1.56,21.79,3,352.80,63,9,23
Spring ,Aug,Mon,14 August 2023,London,Facebook,Desktop,Discount,1114.40,1.3%,14,2.13,30.82,4,100.80,56,7,8
Spring ,Aug,Tue,15 August 2023,London,Facebook,Desktop,Discount,802.90,1.6%,13,1.27,16.05,5,48.00,58,5,17
Spring ,Aug,Wed,16 August 2023,London,Facebook,Desktop,Discount,762.30,1.7%,13,1.78,22.56,1,367.92,66,5,20
Spring ,Aug,Thu,17 August 2023,London,Facebook,Desktop,Discount,1050.70,1.5%,15,1.30,19.93,9,305.76,53,8,12
Spring ,Aug,Fri,18 August 2023,London,Facebook,Desktop,Discount,1348.90,1.4%,19,0.89,16.60,2,215.04,54,4,11
Spring ,Aug,Sat,19 August 2023,London,Facebook,Desktop,Discount,889.70,1.4%,12,0.92,11.13,6,335.16,45,3,12
Spring ,Aug,Sun,20 August 2023,London,Facebook,Desktop,Discount,1037.40,1.5%,16,2.12,33.59,2,78.96,55,1,15
Spring ,Aug,Mon,21 August 2023,London,Facebook,Desktop,Discount,928.90,1.0%,10,1.87,18.11,1,399.84,61,3,14
Spring ,Aug,Tue,22 August 2023,London,Facebook,Desktop,Discount,938.00,1.2%,11,1.36,14.64,7,264.60,71,4,14
Spring ,Aug,Wed,23 August 2023,London,Facebook,Desktop,Discount,963.20,1.2%,12,0.74,8.79,9,193.20,25,1,14
Spring ,Aug,Thu,24 August 2023,London,Facebook,Desktop,Discount,871.50,1.5%,13,1.13,14.73,8,181.44,63,7,14
Spring ,Aug,Fri,25 August 2023,London,Facebook,Desktop,Discount,772.80,1.3%,10,1.82,18.11,5,211.68,38,9,9
Spring ,Aug,Sat,26 August 2023,London,Facebook,Desktop,Discount,814.10,1.8%,14,1.67,23.76,6,332.64,66,5,11
Spring ,Aug,Sun,27 August 2023,London,Facebook,Desktop,Discount,925.40,1.3%,12,2.00,23.52,5,62.16,63,5,15
Spring ,Aug,Mon,28 August 2023,London,Facebook,Desktop,Discount,980.00,1.6%,15,1.92,29.74,2,409.92,66,1,11
Spring ,Aug,Tue,29 August 2023,London,Facebook,Desktop,Discount,819.70,1.7%,14,1.40,18.98,4,452.76,68,10,12
Spring ,Aug,Wed,30 August 2023,London,Facebook,Desktop,Discount,714.00,1.2%,9,1.51,13.23,5,382.20,66,5,3
Spring ,Aug,Thu,31 August 2023,London,Facebook,Desktop,Discount,723.80,1.5%,11,0.77,8.25,5,152.04,17,5,6
Spring ,Sep,Fri,01 September 2023,London,Facebook,Desktop,Discount,1999.00,1.2%,23,2.48,58.10,4,39.60,40,10,11
Spring ,Sep,Sat,02 September 2023,London,Facebook,Desktop,Discount,2328.00,1.4%,33,0.70,23.03,7,115.08,38,0,20
Spring ,Sep,Sun,03 September 2023,London,Facebook,Desktop,Discount,1541.00,1.6%,25,0.56,13.81,7,48.00,75,2,21
Spring ,Sep,Mon,04 September 2023,London,Facebook,Desktop,Discount,2108.00,1.7%,36,1.20,43.62,4,390.60,33,7,11
Spring ,Sep,Tue,05 September 2023,London,Facebook,Desktop,Discount,2110.00,1.6%,33,2.00,66.29,5,157.92,69,6,20
